,0,mean,std,min,max,median,mode,q1,q2,q3
"log_phi_('Gas_node_15', 'Gas', 'Gas')",4.919980925828125,4.919980925828125,0.0,4.919980925828125,4.919980925828125,4.919980925828125,4.919980925828125,4.919980925828125,4.919980925828125,4.919980925828125
"log_phi_('Power_node_9', 'Power', 'Power')",2.2801324582216305,2.2801324582216305,0.0,2.2801324582216305,2.2801324582216305,2.2801324582216305,2.2801324582216305,2.2801324582216305,2.2801324582216305,2.2801324582216305
"log_phi_('Power_node_10', 'Power', 'Power')",3.9860451074808507,3.9860451074808507,0.0,3.9860451074808507,3.9860451074808507,3.9860451074808507,3.9860451074808507,3.9860451074808507,3.9860451074808507,3.9860451074808507
"log_phi_('Power_node_11', 'Power', 'Power')",3.2997982080368478,3.2997982080368478,0.0,3.2997982080368478,3.2997982080368478,3.2997982080368478,3.2997982080368478,3.2997982080368478,3.2997982080368478,3.2997982080368478
"log_phi_('Power_node_12', 'Power', 'Power')",2.979048274946203,2.979048274946203,0.0,2.979048274946203,2.979048274946203,2.979048274946203,2.979048274946203,2.979048274946203,2.979048274946203,2.979048274946203
"log_phi_('Power_node_13', 'Power', 'Power')",4.0209713234190465,4.0209713234190465,0.0,4.0209713234190465,4.0209713234190465,4.0209713234190465,4.0209713234190465,4.0209713234190465,4.0209713234190465,4.0209713234190465
"log_phi_('Power_node_14', 'Power', 'Power')",2.817005264027327,2.817005264027327,0.0,2.817005264027327,2.817005264027327,2.817005264027327,2.817005264027327,2.817005264027327,2.817005264027327,2.817005264027327
"log_phi_('Power_node_15', 'Power', 'Power')",2.8188187674566336,2.8188187674566336,0.0,2.8188187674566336,2.8188187674566336,2.8188187674566336,2.8188187674566336,2.8188187674566336,2.8188187674566336,2.8188187674566336
"log_phi_('Power_node_16', 'Power', 'Power')",2.380137587890614,2.380137587890614,0.0,2.380137587890614,2.380137587890614,2.380137587890614,2.380137587890614,2.380137587890614,2.380137587890614,2.380137587890614
"log_phi_('Power_node_17', 'Power', 'Power')",-1.150744538037891,-1.150744538037891,0.0,-1.150744538037891,-1.150744538037891,-1.150744538037891,-1.150744538037891,-1.150744538037891,-1.150744538037891,-1.150744538037891
"log_phi_('Power_node_18', 'Power', 'Power')",1.832941591534514,1.832941591534514,0.0,1.832941591534514,1.832941591534514,1.832941591534514,1.832941591534514,1.832941591534514,1.832941591534514,1.832941591534514
"log_phi_('Power_node_19', 'Power', 'Power')",3.3893582185278914,3.3893582185278914,0.0,3.3893582185278914,3.3893582185278914,3.3893582185278914,3.3893582185278914,3.3893582185278914,3.3893582185278914,3.3893582185278914
"log_phi_('Power_node_20', 'Power', 'Power')",3.48057029461174,3.48057029461174,0.0,3.48057029461174,3.48057029461174,3.48057029461174,3.48057029461174,3.48057029461174,3.48057029461174,3.48057029461174
"log_phi_('Power_node_21', 'Power', 'Power')",3.610422518064698,3.610422518064698,0.0,3.610422518064698,3.610422518064698,3.610422518064698,3.610422518064698,3.610422518064698,3.610422518064698,3.610422518064698
"log_phi_('Power_node_22', 'Power', 'Power')",3.256973517670115,3.256973517670115,0.0,3.256973517670115,3.256973517670115,3.256973517670115,3.256973517670115,3.256973517670115,3.256973517670115,3.256973517670115
"log_phi_('Power_node_23', 'Power', 'Power')",3.63176476137703,3.63176476137703,0.0,3.63176476137703,3.63176476137703,3.63176476137703,3.63176476137703,3.63176476137703,3.63176476137703,3.63176476137703
"log_phi_('Power_node_24', 'Power', 'Power')",4.077319448790579,4.077319448790579,0.0,4.077319448790579,4.077319448790579,4.077319448790579,4.077319448790579,4.077319448790579,4.077319448790579,4.077319448790579
"log_phi_('Power_node_25', 'Power', 'Power')",3.87125231584177,3.87125231584177,0.0,3.87125231584177,3.87125231584177,3.87125231584177,3.87125231584177,3.87125231584177,3.87125231584177,3.87125231584177
"log_phi_('Power_node_26', 'Power', 'Power')",2.9495072877744626,2.9495072877744626,0.0,2.9495072877744626,2.9495072877744626,2.9495072877744626,2.9495072877744626,2.9495072877744626,2.9495072877744626,2.9495072877744626
"log_phi_('Power_node_27', 'Power', 'Power')",3.4872947456246686,3.4872947456246686,0.0,3.4872947456246686,3.4872947456246686,3.4872947456246686,3.4872947456246686,3.4872947456246686,3.4872947456246686,3.4872947456246686
"log_phi_('Power_node_28', 'Power', 'Power')",3.23480198916518,3.23480198916518,0.0,3.23480198916518,3.23480198916518,3.23480198916518,3.23480198916518,3.23480198916518,3.23480198916518,3.23480198916518
"log_phi_('Power_node_29', 'Power', 'Power')",1.477646031581329,1.477646031581329,0.0,1.477646031581329,1.477646031581329,1.477646031581329,1.477646031581329,1.477646031581329,1.477646031581329,1.477646031581329
"log_phi_('Power_node_30', 'Power', 'Power')",3.1314664798270626,3.1314664798270626,0.0,3.1314664798270626,3.1314664798270626,3.1314664798270626,3.1314664798270626,3.1314664798270626,3.1314664798270626,3.1314664798270626
"log_phi_('Power_node_31', 'Power', 'Power')",3.100309565722361,3.100309565722361,0.0,3.100309565722361,3.100309565722361,3.100309565722361,3.100309565722361,3.100309565722361,3.100309565722361,3.100309565722361
"log_phi_('Power_node_32', 'Power', 'Power')",3.4887847969320958,3.4887847969320958,0.0,3.4887847969320958,3.4887847969320958,3.4887847969320958,3.4887847969320958,3.4887847969320958,3.4887847969320958,3.4887847969320958
"log_phi_('Power_node_33', 'Power', 'Power')",3.469133690961582,3.469133690961582,0.0,3.469133690961582,3.469133690961582,3.469133690961582,3.469133690961582,3.469133690961582,3.469133690961582,3.469133690961582
"log_phi_('Power_node_34', 'Power', 'Power')",2.2820204070068866,2.2820204070068866,0.0,2.2820204070068866,2.2820204070068866,2.2820204070068866,2.2820204070068866,2.2820204070068866,2.2820204070068866,2.2820204070068866
"log_phi_('Power_node_35', 'Power', 'Power')",2.774108659674427,2.774108659674427,0.0,2.774108659674427,2.774108659674427,2.774108659674427,2.774108659674427,2.774108659674427,2.774108659674427,2.774108659674427
"log_phi_('Power_node_36', 'Power', 'Power')",2.598634031646636,2.598634031646636,0.0,2.598634031646636,2.598634031646636,2.598634031646636,2.598634031646636,2.598634031646636,2.598634031646636,2.598634031646636
"log_phi_('Power_node_37', 'Power', 'Power')",2.9864874611591357,2.9864874611591357,0.0,2.9864874611591357,2.9864874611591357,2.9864874611591357,2.9864874611591357,2.9864874611591357,2.9864874611591357,2.9864874611591357
"log_phi_('Power_node_38', 'Power', 'Power')",2.561365561791974,2.561365561791974,0.0,2.561365561791974,2.561365561791974,2.561365561791974,2.561365561791974,2.561365561791974,2.561365561791974,2.561365561791974
"log_phi_('Power_node_39', 'Power', 'Power')",3.122979433435409,3.122979433435409,0.0,3.122979433435409,3.122979433435409,3.122979433435409,3.122979433435409,3.122979433435409,3.122979433435409,3.122979433435409
"log_phi_('Power_node_40', 'Power', 'Power')",2.7946627685223184,2.7946627685223184,0.0,2.7946627685223184,2.7946627685223184,2.7946627685223184,2.7946627685223184,2.7946627685223184,2.7946627685223184,2.7946627685223184
"log_phi_('Power_node_41', 'Power', 'Power')",1.8259171941108006,1.8259171941108006,0.0,1.8259171941108006,1.8259171941108006,1.8259171941108006,1.8259171941108006,1.8259171941108006,1.8259171941108006,1.8259171941108006
"log_phi_('Power_node_42', 'Power', 'Power')",-1.5997271944442175,-1.5997271944442175,0.0,-1.5997271944442175,-1.5997271944442175,-1.5997271944442175,-1.5997271944442175,-1.5997271944442175,-1.5997271944442175,-1.5997271944442175
"log_phi_('Power_node_43', 'Power', 'Power')",1.0201244562992025,1.0201244562992025,0.0,1.0201244562992025,1.0201244562992025,1.0201244562992025,1.0201244562992025,1.0201244562992025,1.0201244562992025,1.0201244562992025
"log_phi_('Power_node_44', 'Power', 'Power')",1.507518856155859,1.507518856155859,0.0,1.507518856155859,1.507518856155859,1.507518856155859,1.507518856155859,1.507518856155859,1.507518856155859,1.507518856155859
"log_phi_('Power_node_45', 'Power', 'Power')",3.0225999020083654,3.0225999020083654,0.0,3.0225999020083654,3.0225999020083654,3.0225999020083654,3.0225999020083654,3.0225999020083654,3.0225999020083654,3.0225999020083654
"log_phi_('Power_node_46', 'Power', 'Power')",3.4951600624822228,3.4951600624822228,0.0,3.4951600624822228,3.4951600624822228,3.4951600624822228,3.4951600624822228,3.4951600624822228,3.4951600624822228,3.4951600624822228
"log_phi_('Power_node_47', 'Power', 'Power')",3.208243488978459,3.208243488978459,0.0,3.208243488978459,3.208243488978459,3.208243488978459,3.208243488978459,3.208243488978459,3.208243488978459,3.208243488978459
"log_phi_('Power_node_48', 'Power', 'Power')",3.414875570591576,3.414875570591576,0.0,3.414875570591576,3.414875570591576,3.414875570591576,3.414875570591576,3.414875570591576,3.414875570591576,3.414875570591576
"log_phi_('Power_node_49', 'Power', 'Power')",3.9831753906060188,3.9831753906060188,0.0,3.9831753906060188,3.9831753906060188,3.9831753906060188,3.9831753906060188,3.9831753906060188,3.9831753906060188,3.9831753906060188
"log_phi_('Power_node_50', 'Power', 'Power')",3.539680102994446,3.539680102994446,0.0,3.539680102994446,3.539680102994446,3.539680102994446,3.539680102994446,3.539680102994446,3.539680102994446,3.539680102994446
"log_phi_('Water_node_15', 'Water', 'Water')",3.7530507203216708,3.7530507203216708,0.0,3.7530507203216708,3.7530507203216708,3.7530507203216708,3.7530507203216708,3.7530507203216708,3.7530507203216708,3.7530507203216708
"log_phi_('Water_node_16', 'Water', 'Water')",4.010364948426826,4.010364948426826,0.0,4.010364948426826,4.010364948426826,4.010364948426826,4.010364948426826,4.010364948426826,4.010364948426826,4.010364948426826
"log_phi_('Water_node_17', 'Water', 'Water')",3.9160947047981995,3.9160947047981995,0.0,3.9160947047981995,3.9160947047981995,3.9160947047981995,3.9160947047981995,3.9160947047981995,3.9160947047981995,3.9160947047981995
"log_phi_('Water_node_18', 'Water', 'Water')",3.1435917767928436,3.1435917767928436,0.0,3.1435917767928436,3.1435917767928436,3.1435917767928436,3.1435917767928436,3.1435917767928436,3.1435917767928436,3.1435917767928436
"log_phi_('Water_node_19', 'Water', 'Water')",4.281266631522733,4.281266631522733,0.0,4.281266631522733,4.281266631522733,4.281266631522733,4.281266631522733,4.281266631522733,4.281266631522733,4.281266631522733
"log_phi_('Water_node_20', 'Water', 'Water')",2.0139692513821736,2.0139692513821736,0.0,2.0139692513821736,2.0139692513821736,2.0139692513821736,2.0139692513821736,2.0139692513821736,2.0139692513821736,2.0139692513821736
"log_phi_('Water_node_21', 'Water', 'Water')",2.697663108215723,2.697663108215723,0.0,2.697663108215723,2.697663108215723,2.697663108215723,2.697663108215723,2.697663108215723,2.697663108215723,2.697663108215723
"log_phi_('Water_node_22', 'Water', 'Water')",3.752675512194013,3.752675512194013,0.0,3.752675512194013,3.752675512194013,3.752675512194013,3.752675512194013,3.752675512194013,3.752675512194013,3.752675512194013
"log_phi_('Water_node_23', 'Water', 'Water')",3.155509949246381,3.155509949246381,0.0,3.155509949246381,3.155509949246381,3.155509949246381,3.155509949246381,3.155509949246381,3.155509949246381,3.155509949246381
"log_phi_('Water_node_24', 'Water', 'Water')",4.767289035464526,4.767289035464526,0.0,4.767289035464526,4.767289035464526,4.767289035464526,4.767289035464526,4.767289035464526,4.767289035464526,4.767289035464526
"log_phi_('Water_node_25', 'Water', 'Water')",3.2481627454930937,3.2481627454930937,0.0,3.2481627454930937,3.2481627454930937,3.2481627454930937,3.2481627454930937,3.2481627454930937,3.2481627454930937,3.2481627454930937
"log_phi_('Water_node_26', 'Water', 'Water')",3.435663218543434,3.435663218543434,0.0,3.435663218543434,3.435663218543434,3.435663218543434,3.435663218543434,3.435663218543434,3.435663218543434,3.435663218543434
"log_phi_('Water_node_27', 'Water', 'Water')",4.165982820474895,4.165982820474895,0.0,4.165982820474895,4.165982820474895,4.165982820474895,4.165982820474895,4.165982820474895,4.165982820474895,4.165982820474895
"log_phi_('Water_node_28', 'Water', 'Water')",3.788837904857768,3.788837904857768,0.0,3.788837904857768,3.788837904857768,3.788837904857768,3.788837904857768,3.788837904857768,3.788837904857768,3.788837904857768
"log_phi_('Water_node_29', 'Water', 'Water')",3.705933208679764,3.705933208679764,0.0,3.705933208679764,3.705933208679764,3.705933208679764,3.705933208679764,3.705933208679764,3.705933208679764,3.705933208679764
"log_phi_('Water_node_30', 'Water', 'Water')",4.5490441802079635,4.5490441802079635,0.0,4.5490441802079635,4.5490441802079635,4.5490441802079635,4.5490441802079635,4.5490441802079635,4.5490441802079635,4.5490441802079635
"log_phi_('Water_node_31', 'Water', 'Water')",2.758426408427277,2.758426408427277,0.0,2.758426408427277,2.758426408427277,2.758426408427277,2.758426408427277,2.758426408427277,2.758426408427277,2.758426408427277
"log_phi_('Water_node_32', 'Water', 'Water')",2.9367781307103207,2.9367781307103207,0.0,2.9367781307103207,2.9367781307103207,2.9367781307103207,2.9367781307103207,2.9367781307103207,2.9367781307103207,2.9367781307103207
"log_phi_('Water_node_33', 'Water', 'Water')",3.648057459593681,3.648057459593681,0.0,3.648057459593681,3.648057459593681,3.648057459593681,3.648057459593681,3.648057459593681,3.648057459593681,3.648057459593681
"log_phi_('Water_node_34', 'Water', 'Water')",4.611470298536571,4.611470298536571,0.0,4.611470298536571,4.611470298536571,4.611470298536571,4.611470298536571,4.611470298536571,4.611470298536571,4.611470298536571
"log_phi_('Water_node_35', 'Water', 'Water')",3.083559983919511,3.083559983919511,0.0,3.083559983919511,3.083559983919511,3.083559983919511,3.083559983919511,3.083559983919511,3.083559983919511,3.083559983919511
"log_phi_('Water_node_36', 'Water', 'Water')",1.565903910410372,1.565903910410372,0.0,1.565903910410372,1.565903910410372,1.565903910410372,1.565903910410372,1.565903910410372,1.565903910410372,1.565903910410372
"log_phi_('Water_node_37', 'Water', 'Water')",-0.6871651088823978,-0.6871651088823978,0.0,-0.6871651088823978,-0.6871651088823978,-0.6871651088823978,-0.6871651088823978,-0.6871651088823978,-0.6871651088823978,-0.6871651088823978
"log_phi_('Water_node_38', 'Water', 'Water')",2.8986705607108596,2.8986705607108596,0.0,2.8986705607108596,2.8986705607108596,2.8986705607108596,2.8986705607108596,2.8986705607108596,2.8986705607108596,2.8986705607108596
"log_phi_('Water_node_39', 'Water', 'Water')",2.1086361999591117,2.1086361999591117,0.0,2.1086361999591117,2.1086361999591117,2.1086361999591117,2.1086361999591117,2.1086361999591117,2.1086361999591117,2.1086361999591117
"log_phi_('Water_node_40', 'Water', 'Water')",0.3940670631557951,0.3940670631557951,0.0,0.3940670631557951,0.3940670631557951,0.3940670631557951,0.3940670631557951,0.3940670631557951,0.3940670631557951,0.3940670631557951
"log_phi_('Water_node_41', 'Water', 'Water')",1.3977287387455537,1.3977287387455537,0.0,1.3977287387455537,1.3977287387455537,1.3977287387455537,1.3977287387455537,1.3977287387455537,1.3977287387455537,1.3977287387455537
"log_phi_('Water_node_42', 'Water', 'Water')",1.0845133642886082,1.0845133642886082,0.0,1.0845133642886082,1.0845133642886082,1.0845133642886082,1.0845133642886082,1.0845133642886082,1.0845133642886082,1.0845133642886082
"log_phi_('Water_node_43', 'Water', 'Water')",1.9775472339984959,1.9775472339984959,0.0,1.9775472339984959,1.9775472339984959,1.9775472339984959,1.9775472339984959,1.9775472339984959,1.9775472339984959,1.9775472339984959
"log_phi_('Water_node_44', 'Water', 'Water')",-0.8627499649461253,-0.8627499649461253,0.0,-0.8627499649461253,-0.8627499649461253,-0.8627499649461253,-0.8627499649461253,-0.8627499649461253,-0.8627499649461253,-0.8627499649461253
"log_phi_('Water_node_45', 'Water', 'Water')",0.5527350268432003,0.5527350268432003,0.0,0.5527350268432003,0.5527350268432003,0.5527350268432003,0.5527350268432003,0.5527350268432003,0.5527350268432003,0.5527350268432003
"log_phi_('Water_node_46', 'Water', 'Water')",-0.015113637810048184,-0.015113637810048184,0.0,-0.015113637810048184,-0.015113637810048184,-0.015113637810048184,-0.015113637810048184,-0.015113637810048184,-0.015113637810048184,-0.015113637810048184
"log_phi_('Water_node_47', 'Water', 'Water')",0.3421702577358506,0.3421702577358506,0.0,0.3421702577358506,0.3421702577358506,0.3421702577358506,0.3421702577358506,0.3421702577358506,0.3421702577358506,0.3421702577358506
"log_phi_('Water_node_48', 'Water', 'Water')",0.8307328435125084,0.8307328435125084,0.0,0.8307328435125084,0.8307328435125084,0.8307328435125084,0.8307328435125084,0.8307328435125084,0.8307328435125084,0.8307328435125084
"delta_plus_('Gas_node_0', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Gas_node_1', 'Gas', 'Gas')",1.7053025658242404e-13,1.7053025658242404e-13,0.0,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13,1.7053025658242404e-13
"delta_plus_('Gas_node_2', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_0', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_1', 'Power', 'Power')",-9.999993721976352e-09,-9.999993721976352e-09,0.0,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09
"delta_plus_('Power_node_2', 'Power', 'Power')",-1.099997604114833e-08,-1.099997604114833e-08,0.0,-1.099997604114833e-08,-1.099997604114833e-08,-1.099997604114833e-08,-1.099997604114833e-08,-1.099997604114833e-08,-1.099997604114833e-08,-1.099997604114833e-08
"delta_plus_('Power_node_3', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_4', 'Power', 'Power')",1.000000082740371e-08,1.000000082740371e-08,0.0,1.000000082740371e-08,1.000000082740371e-08,1.000000082740371e-08,1.000000082740371e-08,1.000000082740371e-08,1.000000082740371e-08,1.000000082740371e-08
"delta_plus_('Power_node_5', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_6', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_7', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Power_node_8', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_0', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_1', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_2', 'Water', 'Water')",-1.0000004380117389e-08,-1.0000004380117389e-08,0.0,-1.0000004380117389e-08,-1.0000004380117389e-08,-1.0000004380117389e-08,-1.0000004380117389e-08,-1.0000004380117389e-08,-1.0000004380117389e-08,-1.0000004380117389e-08
"delta_plus_('Water_node_3', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_4', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_5', 'Water', 'Water')",3.552713678800501e-15,3.552713678800501e-15,0.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15
"delta_plus_('Water_node_6', 'Water', 'Water')",-9.999993721976352e-09,-9.999993721976352e-09,0.0,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09,-9.999993721976352e-09
"delta_plus_('Water_node_7', 'Water', 'Water')",1.0000022143685783e-08,1.0000022143685783e-08,0.0,1.0000022143685783e-08,1.0000022143685783e-08,1.0000022143685783e-08,1.0000022143685783e-08,1.0000022143685783e-08,1.0000022143685783e-08,1.0000022143685783e-08
"delta_plus_('Water_node_8', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_9', 'Water', 'Water')",1.0000011485544746e-08,1.0000011485544746e-08,0.0,1.0000011485544746e-08,1.0000011485544746e-08,1.0000011485544746e-08,1.0000011485544746e-08,1.0000011485544746e-08,1.0000011485544746e-08,1.0000011485544746e-08
"delta_plus_('Water_node_10', 'Water', 'Water')",-9.999983063835316e-09,-9.999983063835316e-09,0.0,-9.999983063835316e-09,-9.999983063835316e-09,-9.999983063835316e-09,-9.999983063835316e-09,-9.999983063835316e-09,-9.999983063835316e-09,-9.999983063835316e-09
"delta_plus_('Water_node_11', 'Water', 'Water')",9.999997274690031e-09,9.999997274690031e-09,0.0,9.999997274690031e-09,9.999997274690031e-09,9.999997274690031e-09,9.999997274690031e-09,9.999997274690031e-09,9.999997274690031e-09,9.999997274690031e-09
"delta_plus_('Water_node_12', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_13', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_plus_('Water_node_14', 'Water', 'Water')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_3', 'Gas', 'Gas')",8.526512829121202e-14,8.526512829121202e-14,0.0,8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14,8.526512829121202e-14
"delta_minus_('Gas_node_4', 'Gas', 'Gas')",5.684341886080802e-14,5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14
"delta_minus_('Gas_node_5', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_6', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_7', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_8', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_9', 'Gas', 'Gas')",7.105427357601002e-15,7.105427357601002e-15,0.0,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15
"delta_minus_('Gas_node_10', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_11', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_12', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_13', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_14', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Gas_node_15', 'Gas', 'Gas')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_9', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_10', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_11', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_12', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_13', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_14', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_15', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_16', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_17', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_18', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_19', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_20', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_21', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_22', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_23', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_24', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_25', 'Power', 'Power')",7.105427357601002e-15,7.105427357601002e-15,0.0,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15
"delta_minus_('Power_node_26', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_27', 'Power', 'Power')",7.105427357601002e-15,7.105427357601002e-15,0.0,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15
"delta_minus_('Power_node_28', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_29', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_30', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_31', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_32', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_33', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_34', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_35', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_36', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_37', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"delta_minus_('Power_node_38', 'Power', 'Power')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
