,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,mean,std,min,max,median,mode,q1,q2,q3
proportional_fairness,253.44734728811187,251.32136361158356,223.06916957900242,240.1838822607801,230.21257501843752,236.11172135548819,248.0589798742849,253.10326544694198,223.80181560590657,248.47876359313238,236.43796072289788,238.08109490598864,251.31169168920857,246.08705264766394,228.24134474942582,277.9478669653325,219.25287160291876,234.87923287496724,238.6585407713388,231.8865841805199,248.87483147310533,244.01212561120457,261.8308561285787,253.42205080174577,240.6683673697516,235.33444347635356,244.0720177112622,251.52618614788474,257.8129886538503,237.77471927797285,276.349495248703,251.8332175776743,244.8441415803724,233.38181164740007,240.04650686817888,247.94952841994146,237.36182805574992,236.82632689772942,235.9865094237306,247.80263690480896,261.6665103776278,238.3933553927835,242.37516658457656,238.70770137358448,230.9012424612139,229.70941633196853,238.42797321637553,262.3084015169358,249.43410045756016,255.85807992898765,260.51489203192085,258.86436529176945,232.7317042685583,231.1817877815168,273.31484032916035,235.64208681396508,234.35821425366663,264.86609505245434,242.2561725511775,242.79581039543157,244.37652717385274,12.617067725205871,219.25287160291876,277.9478669653325,242.31566956787702,219.25287160291876,235.90040377128923,242.31566956787702,251.60294400533212
"alpha_('Gas_node_3', 'Gas', 'Gas')",1.2788535969157675,0.05002151044533387,0.5500586367382385,0.4464214762976455,1.4729424283280248,1.3533989748458226,1.7843591354096908,0.1738776652588323,0.8438436393705409,0.05959443887614069,0.4372759496072067,1.0107105762067248,0.05307193936772725,0.397675301373297,1.2997688755590464,1.0898829612064334,0.4408812440813934,1.1785313677518174,1.6188609133556533,0.012997519356122034,1.6116385036656158,1.3962787899764537,0.6805010330359837,0.3109589996235631,1.9144261444135624,0.6731890902252535,0.18549168676029582,0.19343275366692803,1.6949887326949196,1.2074520627337821,1.6142565465487604,1.4594635733876358,1.0724561829094015,1.9462315279587412,0.757068754416707,1.104081262546454,1.6588093285059897,1.2370395047284921,1.7234138006215545,1.154704290513524,1.409143672429847,0.09164876731132443,0.4557965513030937,0.5787759272042143,0.159583953847255,0.46558177272206036,0.20200285881945823,0.5559472062201842,1.2713688885288004,0.7296643579401685,0.7403619342337653,0.4190140615429754,0.5339556440982267,1.873309175424988,1.296070770493187,1.2182620113339764,0.342277296396194,1.4582535959006984,0.3268049875238568,0.7589108835152956,0.9005940839345776,0.5690215811808502,0.012997519356122034,1.9462315279587412,0.8013772614429182,0.012997519356122034,0.4327104775911489,0.8013772614429182,1.3641189286284805
"phi_('Gas_node_3', 'Gas', 'Gas')",153.10000000009998,137.7000000001,140.30000000009997,140.10000000009998,153.10000000009998,153.10000000009998,155.10000000010004,140.30000000009997,186.2000000001,142.9000000001,140.10000000009998,153.10000000009998,139.9000000001,140.2000000001,153.10000000009998,165.6000000001,145.60000000009998,152.80000000009997,153.2000000001,134.30000000009997,153.10000000009998,153.10000000009998,141.10000000009998,128.10000000009998,153.10000000009998,153.00000000010002,139.80000000009997,140.30000000009997,153.10000000009998,153.10000000009998,153.10000000009998,147.4000000001,148.4000000001,153.10000000009998,199.9000000001,153.2000000001,153.10000000009998,153.00000000010002,153.10000000009998,153.10000000009998,153.10000000009998,138.80000000009997,147.50000000010002,140.30000000009997,139.2000000001,153.10000000009998,139.80000000009997,140.30000000009997,153.10000000009998,152.9000000001,140.2000000001,140.00000000010002,140.4000000001,160.00000000010002,142.50000000010002,192.3000000001,153.10000000009998,153.00000000010002,140.00000000010002,169.5000000001,150.06833333343332,12.50764421819269,128.10000000009998,199.9000000001,153.00000000010002,153.10000000009998,140.30000000009997,153.00000000010002,153.10000000009998
"alpha_('Gas_node_4', 'Gas', 'Gas')",1.9790467012731905,1.2799995197081857,1.1138994875492925,1.3692285019797492,1.6857038403796192,1.5519998230924896,0.45809614392820874,0.06420048780807552,0.6309060961181638,0.5354817519514055,0.4219656871726529,1.8858194286701089,1.7527352529453377,0.6293557615969558,1.31087733058976,0.7912638021213285,1.829095179481087,0.9177037051747976,0.5297603329961049,0.4932550153879669,1.1227362683263016,0.5254832170458705,1.169171980447081,1.795645767204954,0.7988010102807945,0.43864151831456666,1.9950752129902205,1.019052587352929,0.18181882434758778,0.09423275084946914,0.2192982607013183,1.25489208340618,1.5841587287259282,0.8443199335993681,0.12705541230391426,0.7632385730130735,1.9922427604801936,1.058228690198274,1.9421567552272363,1.7215594044689961,0.02296204388563927,1.4414436387203893,1.3634207380531496,1.0739406608175903,0.5336503799050856,1.2819235971596161,0.22310434719175287,0.86953050133821,0.9074474126584129,1.9076318550421603,1.7517058807563881,0.5267781015021815,1.0011722261005966,0.35730376106026274,1.825255678689641,1.7410371396735338,0.5968895828972658,1.2778989897320103,1.2179404228763446,0.3056785370992696,1.0350819847394708,0.5884215594252453,0.02296204388563927,1.9950752129902205,1.0386406387756015,0.02296204388563927,0.5290147751226241,1.0386406387756015,1.5600395495008492
"phi_('Gas_node_4', 'Gas', 'Gas')",147.04999999,135.4000000001,103.4000000001,149.8000000001,147.04999999,147.00000010673475,146.9000000001,13.000000000099988,106.30000000010001,57.60000000010001,99.40000000010001,147.05000037774047,142.80000000009997,97.40000000010001,147.00000000010002,113.9000000001,147.10000000009998,130.5000000001,75.50000000009996,146.9000000001,127.4000000001,74.4000000001,147.0000000001,141.80000000010003,146.9000000001,122.50000000009999,147.10000000009998,110.10000000010001,72.30000000009997,29.500000000100016,29.20000000009999,126.3000000001,147.0000000430203,122.7000000001,81.3000000001,147.05000037774047,147.04999999,140.1000000001,147.3000000001,147.05000037774047,31.8000000001,146.8494593840267,147.04999999,132.7000000001,61.90000000010002,147.05000037774047,78.60000000010001,99.5000000001,147.0000000001,154.8999998181559,148.0000000001,95.8000000001,147.00000000010002,50.40000000009999,147.00000000010002,147.2000000001,146.9000000001,147.00000000010002,154.80000000010003,76.0000000001,119.37582434712833,37.89175104368042,13.000000000099988,154.8999998181559,142.3000000001,146.9000000001,98.90000000010001,142.3000000001,147.04999999
"alpha_('Gas_node_5', 'Gas', 'Gas')",1.5250216001503025,1.0787580602392515,1.5572529572611165,1.060707344390355,0.0011437922558870106,0.6483121140093462,0.038953484771664604,1.8581972325292342,1.7574437556463685,1.6633310587223589,0.6150282508053229,0.1158503329883751,1.756019198408081,1.8938988905959881,0.17130690413575755,0.9719809266332275,0.13842503693676722,1.5212043305144631,1.5316688586139755,0.2567829289995256,0.9505647561974626,1.0996071869898878,0.5301132578801182,1.7448660821705149,0.8462758804017738,0.4235964108841641,1.0785921775589167,1.4598621381799524,0.4023021267793918,0.6234325826017899,1.9902987133217893,1.299756115278907,0.8762001678290081,1.0351516820711812,0.24200839173653144,0.44939467406311473,0.6761711242949107,1.1766174369144666,0.460229465193154,0.44043476890311895,0.14198617201806507,1.2622059145401978,0.45788356762230875,1.810840026012256,1.719270800507493,0.14171469977730689,0.47600926873799043,1.3379555565925612,0.4284736147408772,0.26462369745005,1.871028481161342,1.142086186650569,0.9453420526235883,1.5692388485815068,1.6149939955332868,0.3808198287237554,0.19386162845764665,0.862102364812755,0.8471572460398415,0.93404933607335,0.9394734247419045,0.5831674079957906,0.0011437922558870106,1.9902987133217893,0.9396956943484691,0.0011437922558870106,0.4374444803625585,0.9396956943484691,1.522158647923423
"phi_('Gas_node_5', 'Gas', 'Gas')",203.39999969592628,115.49999982737597,145.2999997828117,116.39999982603007,82.80000000010003,112.90000000010002,88.30000000010003,266.79999960101503,265.99999960231145,187.69999971940484,149.29999977682994,88.00000000010002,144.5999997838585,266.79999960101503,82.20000000009998,134.2999997992616,90.00000000009999,218.29999967364415,221.89999966826056,101.50000000010002,108.99999983709637,161.4999997585855,104.59999984367633,139.19999979193392,174.39999973929426,113.49999983036687,105.7999998418818,160.29999976038005,163.2999997558937,222.99999966661557,259.6999996117327,131.49999980344884,119.60000000009998,151.69999977324088,154.09999976965182,88.7999998673044,93.39999986042534,151.09999977413813,117.8000000001,88.7000000001,198.4000000001,129.19999980688837,147.19999977997037,222.99999966661557,201.19999969921628,87.00000000010002,169.09999974722012,154.69999976875454,144.1999997844567,88.60000000009998,161.0999997591837,208.69999968800045,180.59999973002252,221.999999668111,142.3999997871485,149.59999977638128,88.9999998670053,109.79999983590002,143.7999997850549,237.0999996455298,151.3283331406695,51.897800401823886,82.20000000009998,266.79999960101503,144.9499997833351,222.99999966661557,109.5999998361991,144.9499997833351,182.3749997273681
"alpha_('Gas_node_6', 'Gas', 'Gas')",1.4581516989197012,1.346729094586603,1.9683304227319323,0.19683574230391776,0.8052425642045375,0.6786052107899263,1.7233450727055821,0.49731266784057127,0.380417816881623,0.8972270956662638,0.8437632796688084,0.5570902893338809,0.499612895764201,1.8465311985520256,0.8862614901069139,1.7226982095236612,1.1006506248996961,0.10117665904976247,1.9985649368254532,1.6720551701599038,1.9379925145695025,1.8527339660162552,1.697391468828611,0.33262222120782803,0.9712822509014369,0.42749459839836335,0.8020805850989052,0.11727079994435785,0.7579462379538322,1.9706176875594519,0.5304061163443039,1.5681412038971387,0.9100167346782866,0.8460149719803258,1.9146352817193464,1.9908453789854277,1.1115366468112364,1.436816550592652,0.30959365054812826,0.5934156509891284,1.9374187299383177,1.1583605816325124,1.0843904027485485,1.4959511207581282,0.11433054581496616,1.1683551889179424,1.0057007658390271,1.7054397840965707,0.3148654558789665,1.9215578065489007,0.16022293048117375,0.3716499219614464,1.1900702129000553,1.3504251072081803,0.4704077900018624,0.23977322789424838,1.780574628258875,0.4924306955772497,1.1890383070668824,1.2387630206642062,1.0608197146954592,0.6024984819410195,0.10117665904976247,1.9985649368254532,1.0450455842937878,0.10117665904976247,0.49903783878329355,1.0450455842937878,1.6783892448270805
"phi_('Gas_node_6', 'Gas', 'Gas')",17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,14.500000000100002,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,12.700000000100001,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,13.300000000099999,17.7,17.7,17.7,17.7,17.7,13.9000000001,17.7,17.7,17.7,17.7,17.5000000001,17.7,17.7,17.7,17.7,17.42333333334167,1.036720255825151,12.700000000100001,17.7,17.7,17.7,17.7,17.7,17.7
"alpha_('Gas_node_7', 'Gas', 'Gas')",0.838449830671745,1.1673445785824494,1.0455654310639177,1.8694125154728545,0.40851839884707286,1.4323836015788296,0.47737190523169204,0.791571693582509,1.3433804459199425,0.5999941595975244,0.6323543925437081,1.5037289848288042,0.14508622898631462,0.9165710452371723,1.9969088817088847,1.9921928957101889,0.146521442199266,0.4263086245340808,0.5304008295008027,1.8665187559874181,1.761728347372879,1.7585404849690855,0.7390541774777679,0.31549366471446394,1.667489909279614,1.407079850174742,1.2233555314519002,1.9744661272630086,1.3079526354214652,0.015646214304315897,1.6342082702309233,0.5987575043999558,1.3267774299321546,1.8778600078542078,0.26858222878673543,0.23085734083820442,0.21407195541883528,1.1064472817696318,0.5446964246296326,1.2096596540604478,1.4352243742775959,0.40719462465490586,1.2684759177701594,0.5279678032608188,0.9770637042987531,1.8106729821586465,1.692207426589711,0.18459693542546685,0.8471515451274527,0.5533604479445033,0.0070913781755646,1.5422384460392542,1.2742267546027592,0.5239105248686964,1.4824618166958616,1.1033608422527825,0.8553738379613587,0.01933939921667993,0.1504877201475341,1.766212786600286,0.9956988158367324,0.6037014832546077,0.0070913781755646,1.9969088817088847,1.0113145676813353,0.0070913781755646,0.5122758699594453,1.0113145676813353,1.4877786087290972
