,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,mean,std,min,max,median,mode,q1,q2,q3
proportional_fairness,260.830813716013,260.0657975998336,230.03292693602285,248.40969154030296,235.10858326730764,244.1913443518631,253.88335200534564,260.73527357419096,229.7712306300272,254.9698792065606,243.00669727003017,243.9140344662346,258.1481417368734,254.03199734036193,234.10543377903264,287.63420281896606,226.43948883202347,241.9752045441349,246.12251104160572,237.86747097999174,258.3886458063829,251.63343393019895,271.38443491662014,264.0182395495994,247.56087493416445,243.0819486605057,250.27644291040497,259.3196207882844,264.35207325647565,243.48149719206046,286.19207829190066,260.19059557509144,253.17554170103529,241.30117541008298,249.50014014146367,256.7492453864111,246.41889266381023,244.01553508938088,243.55331429821902,256.5893004755856,271.3666091836967,244.9182786347745,248.87016510630662,246.36414653827606,239.40771335379694,236.17202567304994,246.83187867962667,272.3797960246753,258.2220038691601,263.62236070379714,269.4977178555114,269.1860111545365,239.21388858780344,237.5787328209778,282.5578881713483,242.32711350152044,240.84498007586475,273.37548225839396,249.69053245288984,250.71788065305338,252.09287186522437,13.49316946776955,226.43948883202347,287.63420281896606,249.59533629717674,226.43948883202347,243.0631358128868,249.59533629717674,260.0969970936481
"alpha_('Gas_node_3', 'Gas', 'Gas')",1.2788535969157675,0.05002151044533387,0.5500586367382385,0.4464214762976455,1.4729424283280248,1.3533989748458226,1.7843591354096908,0.1738776652588323,0.8438436393705409,0.05959443887614069,0.4372759496072067,1.0107105762067248,0.05307193936772725,0.397675301373297,1.2997688755590464,1.0898829612064334,0.4408812440813934,1.1785313677518174,1.6188609133556533,0.012997519356122034,1.6116385036656158,1.3962787899764537,0.6805010330359837,0.3109589996235631,1.9144261444135624,0.6731890902252535,0.18549168676029582,0.19343275366692803,1.6949887326949196,1.2074520627337821,1.6142565465487604,1.4594635733876358,1.0724561829094015,1.9462315279587412,0.757068754416707,1.104081262546454,1.6588093285059897,1.2370395047284921,1.7234138006215545,1.154704290513524,1.409143672429847,0.09164876731132443,0.4557965513030937,0.5787759272042143,0.159583953847255,0.46558177272206036,0.20200285881945823,0.5559472062201842,1.2713688885288004,0.7296643579401685,0.7403619342337653,0.4190140615429754,0.5339556440982267,1.873309175424988,1.296070770493187,1.2182620113339764,0.342277296396194,1.4582535959006984,0.3268049875238568,0.7589108835152956,0.9005940839345776,0.5690215811808502,0.012997519356122034,1.9462315279587412,0.8013772614429182,0.012997519356122034,0.4327104775911489,0.8013772614429182,1.3641189286284805
"phi_('Gas_node_3', 'Gas', 'Gas')",217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999987,5.684341886080802e-14,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993,217.29999999999993
"alpha_('Gas_node_4', 'Gas', 'Gas')",1.9790467012731905,1.2799995197081857,1.1138994875492925,1.3692285019797492,1.6857038403796192,1.5519998230924896,0.45809614392820874,0.06420048780807552,0.6309060961181638,0.5354817519514055,0.4219656871726529,1.8858194286701089,1.7527352529453377,0.6293557615969558,1.31087733058976,0.7912638021213285,1.829095179481087,0.9177037051747976,0.5297603329961049,0.4932550153879669,1.1227362683263016,0.5254832170458705,1.169171980447081,1.795645767204954,0.7988010102807945,0.43864151831456666,1.9950752129902205,1.019052587352929,0.18181882434758778,0.09423275084946914,0.2192982607013183,1.25489208340618,1.5841587287259282,0.8443199335993681,0.12705541230391426,0.7632385730130735,1.9922427604801936,1.058228690198274,1.9421567552272363,1.7215594044689961,0.02296204388563927,1.4414436387203893,1.3634207380531496,1.0739406608175903,0.5336503799050856,1.2819235971596161,0.22310434719175287,0.86953050133821,0.9074474126584129,1.9076318550421603,1.7517058807563881,0.5267781015021815,1.0011722261005966,0.35730376106026274,1.825255678689641,1.7410371396735338,0.5968895828972658,1.2778989897320103,1.2179404228763446,0.3056785370992696,1.0350819847394708,0.5884215594252453,0.02296204388563927,1.9950752129902205,1.0386406387756015,0.02296204388563927,0.5290147751226241,1.0386406387756015,1.5600395495008492
"phi_('Gas_node_4', 'Gas', 'Gas')",154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,0.0,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995,154.89999999999995
"alpha_('Gas_node_5', 'Gas', 'Gas')",1.5250216001503025,1.0787580602392515,1.5572529572611165,1.060707344390355,0.0011437922558870106,0.6483121140093462,0.038953484771664604,1.8581972325292342,1.7574437556463685,1.6633310587223589,0.6150282508053229,0.1158503329883751,1.756019198408081,1.8938988905959881,0.17130690413575755,0.9719809266332275,0.13842503693676722,1.5212043305144631,1.5316688586139755,0.2567829289995256,0.9505647561974626,1.0996071869898878,0.5301132578801182,1.7448660821705149,0.8462758804017738,0.4235964108841641,1.0785921775589167,1.4598621381799524,0.4023021267793918,0.6234325826017899,1.9902987133217893,1.299756115278907,0.8762001678290081,1.0351516820711812,0.24200839173653144,0.44939467406311473,0.6761711242949107,1.1766174369144666,0.460229465193154,0.44043476890311895,0.14198617201806507,1.2622059145401978,0.45788356762230875,1.810840026012256,1.719270800507493,0.14171469977730689,0.47600926873799043,1.3379555565925612,0.4284736147408772,0.26462369745005,1.871028481161342,1.142086186650569,0.9453420526235883,1.5692388485815068,1.6149939955332868,0.3808198287237554,0.19386162845764665,0.862102364812755,0.8471572460398415,0.93404933607335,0.9394734247419045,0.5831674079957906,0.0011437922558870106,1.9902987133217893,0.9396956943484691,0.0011437922558870106,0.4374444803625585,0.9396956943484691,1.522158647923423
"phi_('Gas_node_5', 'Gas', 'Gas')",266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.8,266.79999999999995,5.684341886080802e-14,266.8,266.8,266.8,266.8,266.8,266.8,266.8
"alpha_('Gas_node_6', 'Gas', 'Gas')",1.4581516989197012,1.346729094586603,1.9683304227319323,0.19683574230391776,0.8052425642045375,0.6786052107899263,1.7233450727055821,0.49731266784057127,0.380417816881623,0.8972270956662638,0.8437632796688084,0.5570902893338809,0.499612895764201,1.8465311985520256,0.8862614901069139,1.7226982095236612,1.1006506248996961,0.10117665904976247,1.9985649368254532,1.6720551701599038,1.9379925145695025,1.8527339660162552,1.697391468828611,0.33262222120782803,0.9712822509014369,0.42749459839836335,0.8020805850989052,0.11727079994435785,0.7579462379538322,1.9706176875594519,0.5304061163443039,1.5681412038971387,0.9100167346782866,0.8460149719803258,1.9146352817193464,1.9908453789854277,1.1115366468112364,1.436816550592652,0.30959365054812826,0.5934156509891284,1.9374187299383177,1.1583605816325124,1.0843904027485485,1.4959511207581282,0.11433054581496616,1.1683551889179424,1.0057007658390271,1.7054397840965707,0.3148654558789665,1.9215578065489007,0.16022293048117375,0.3716499219614464,1.1900702129000553,1.3504251072081803,0.4704077900018624,0.23977322789424838,1.780574628258875,0.4924306955772497,1.1890383070668824,1.2387630206642062,1.0608197146954592,0.6024984819410195,0.10117665904976247,1.9985649368254532,1.0450455842937878,0.10117665904976247,0.49903783878329355,1.0450455842937878,1.6783892448270805
"phi_('Gas_node_6', 'Gas', 'Gas')",17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.700000000000003,3.552713678800501e-15,17.7,17.7,17.7,17.7,17.7,17.7,17.7
"alpha_('Gas_node_7', 'Gas', 'Gas')",0.838449830671745,1.1673445785824494,1.0455654310639177,1.8694125154728545,0.40851839884707286,1.4323836015788296,0.47737190523169204,0.791571693582509,1.3433804459199425,0.5999941595975244,0.6323543925437081,1.5037289848288042,0.14508622898631462,0.9165710452371723,1.9969088817088847,1.9921928957101889,0.146521442199266,0.4263086245340808,0.5304008295008027,1.8665187559874181,1.761728347372879,1.7585404849690855,0.7390541774777679,0.31549366471446394,1.667489909279614,1.407079850174742,1.2233555314519002,1.9744661272630086,1.3079526354214652,0.015646214304315897,1.6342082702309233,0.5987575043999558,1.3267774299321546,1.8778600078542078,0.26858222878673543,0.23085734083820442,0.21407195541883528,1.1064472817696318,0.5446964246296326,1.2096596540604478,1.4352243742775959,0.40719462465490586,1.2684759177701594,0.5279678032608188,0.9770637042987531,1.8106729821586465,1.692207426589711,0.18459693542546685,0.8471515451274527,0.5533604479445033,0.0070913781755646,1.5422384460392542,1.2742267546027592,0.5239105248686964,1.4824618166958616,1.1033608422527825,0.8553738379613587,0.01933939921667993,0.1504877201475341,1.766212786600286,0.9956988158367324,0.6037014832546077,0.0070913781755646,1.9969088817088847,1.0113145676813353,0.0070913781755646,0.5122758699594453,1.0113145676813353,1.4877786087290972
